id,region,kommun_namn,age_group,population,num_minst_1_dos,num_fully_vaccinated,proportion_of_minst_1_dos,proportion_of_fully_vaccinated
636,Kronoberg,Lessebo,70-79,1082,1020,993,0.9426987059999999,0.917744917
637,Kronoberg,Lessebo,80-89,442,417,394,0.943438914,0.891402715
638,Kronoberg,Lessebo,>=90,128,113,105,0.8828125,0.8203125
641,Kronoberg,Tingsryd,30-39,1280,978,908,0.7640625,0.709375
642,Kronoberg,Tingsryd,40-49,1325,1094,1049,0.8256603770000001,0.7916981129999999
643,Kronoberg,Tingsryd,50-59,1675,1436,1402,0.857313433,0.837014925
644,Kronoberg,Tingsryd,60-69,1708,1554,1534,0.9098360659999999,0.8981264640000001
645,Kronoberg,Tingsryd,70-79,1608,1513,1488,0.9409203979999999,0.9253731340000001
646,Kronoberg,Tingsryd,80-89,872,825,794,0.946100917,0.9105504590000001
647,Kronoberg,Tingsryd,>=90,268,246,231,0.917910448,0.861940299
650,Kronoberg,Alvesta,30-39,2507,1880,1726,0.7499002790000001,0.688472278
651,Kronoberg,Alvesta,40-49,2393,1919,1838,0.801922273,0.7680735479999999
652,Kronoberg,Alvesta,50-59,2401,2089,2010,0.870054144,0.837151187
653,Kronoberg,Alvesta,60-69,2385,2182,2132,0.9148846959999999,0.893920335
654,Kronoberg,Alvesta,70-79,2149,2040,2002,0.9492787340000001,0.931596091
655,Kronoberg,Alvesta,80-89,1078,1017,985,0.9434137290000001,0.913729128
656,Kronoberg,Alvesta,>=90,316,292,280,0.924050633,0.8860759490000001
659,Kronoberg,_lmhult,30-39,2428,1857,1741,0.764827018,0.717051071
660,Kronoberg,_lmhult,40-49,2407,2012,1926,0.835895305,0.800166182
661,Kronoberg,_lmhult,50-59,2234,1950,1893,0.872873769,0.8473589970000001
662,Kronoberg,_lmhult,60-69,1814,1662,1619,0.916207277,0.892502756
663,Kronoberg,_lmhult,70-79,1710,1625,1594,0.950292398,0.9321637429999999
664,Kronoberg,_lmhult,80-89,859,811,759,0.944121071,0.883585565
665,Kronoberg,_lmhult,>=90,259,235,218,0.907335907,0.841698842
668,Kronoberg,Markaryd,30-39,1175,780,703,0.6638297870000001,0.5982978720000001
669,Kronoberg,Markaryd,40-49,1156,887,823,0.7673010379999999,0.7119377159999999
670,Kronoberg,Markaryd,50-59,1351,1138,1104,0.842339008,0.817172465
671,Kronoberg,Markaryd,60-69,1198,1085,1055,0.905676127,0.880634391
672,Kronoberg,Markaryd,70-79,1260,1152,1123,0.914285714,0.891269841
673,Kronoberg,Markaryd,80-89,641,589,568,0.918876755,0.886115445
674,Kronoberg,Markaryd,>=90,182,166,158,0.9120879120000001,0.868131868
677,Kronoberg,Växjö,30-39,12985,10032,9346,0.77258375,0.7197535620000001
678,Kronoberg,Växjö,40-49,11391,9707,9353,0.852163989,0.821086823
679,Kronoberg,Växjö,50-59,10991,9863,9628,0.8973705759999999,0.875989446
680,Kronoberg,Växjö,60-69,9075,8412,8269,0.926942149,0.911184573
681,Kronoberg,Växjö,70-79,8795,8424,8280,0.9578169409999999,0.941444002
682,Kronoberg,Växjö,80-89,4248,4055,3923,0.954566855,0.9234934090000001
683,Kronoberg,Växjö,>=90,1111,986,916,0.8874887490000001,0.8244824479999999
686,Kronoberg,Ljungby,30-39,3423,2369,2095,0.692082968,0.612036226
687,Kronoberg,Ljungby,40-49,3313,2606,2472,0.7865982490000001,0.7461515240000001
688,Kronoberg,Ljungby,50-59,3935,3445,3318,0.875476493,0.843202033
689,Kronoberg,Ljungby,60-69,3371,3101,3030,0.919905073,0.898843073
690,Kronoberg,Ljungby,70-79,3276,3096,3027,0.945054945,0.9239926740000001
691,Kronoberg,Ljungby,80-89,1698,1597,1536,0.940518257,0.90459364
692,Kronoberg,Ljungby,>=90,469,427,391,0.9104477609999999,0.8336886990000001
695,Kalmar,Högsby,30-39,591,376,353,0.636209814,0.597292724
696,Kalmar,Högsby,40-49,609,441,423,0.7241379309999999,0.6945812809999999
697,Kalmar,Högsby,50-59,760,619,604,0.8144736840000001,0.794736842
698,Kalmar,Högsby,60-69,862,776,762,0.900232019,0.883990719
699,Kalmar,Högsby,70-79,738,674,663,0.913279133,0.898373984
700,Kalmar,Högsby,80-89,348,314,306,0.902298851,0.879310345
701,Kalmar,Högsby,>=90,89,83,81,0.93258427,0.91011236
704,Kalmar,Torsås,30-39,693,533,492,0.769119769,0.70995671
705,Kalmar,Torsås,40-49,752,601,584,0.799202128,0.776595745
706,Kalmar,Torsås,50-59,1042,895,869,0.8589251440000001,0.8339731290000001
707,Kalmar,Torsås,60-69,980,897,879,0.915306122,0.8969387759999999
708,Kalmar,Torsås,70-79,1056,990,982,0.9375,0.929924242
709,Kalmar,Torsås,80-89,455,429,420,0.942857143,0.923076923
710,Kalmar,Torsås,>=90,116,103,101,0.8879310340000001,0.870689655
713,Kalmar,Mörbylånga,30-39,1624,1410,1362,0.8682266009999999,0.838669951
714,Kalmar,Mörbylånga,40-49,1860,1707,1675,0.917741935,0.9005376340000001
715,Kalmar,Mörbylånga,50-59,1975,1816,1789,0.9194936709999999,0.905822785
716,Kalmar,Mörbylånga,60-69,2070,2006,1991,0.969082126,0.961835749
717,Kalmar,Mörbylånga,70-79,2281,2213,2189,0.9701885140000001,0.959666813
718,Kalmar,Mörbylånga,80-89,901,860,847,0.9544950059999999,0.940066593
719,Kalmar,Mörbylånga,>=90,177,165,161,0.93220339,0.90960452
722,Kalmar,Hultsfred,30-39,1465,1036,968,0.707167235,0.6607508529999999
723,Kalmar,Hultsfred,40-49,1389,1096,1039,0.789056875,0.748020158
724,Kalmar,Hultsfred,50-59,1941,1680,1628,0.86553323,0.838742916
725,Kalmar,Hultsfred,60-69,1959,1792,1763,0.914752425,0.8999489540000001
726,Kalmar,Hultsfred,70-79,1833,1709,1665,0.9323513370000001,0.908346972
727,Kalmar,Hultsfred,80-89,941,891,841,0.946865037,0.893730074
728,Kalmar,Hultsfred,>=90,260,239,211,0.9192307690000001,0.811538462
731,Kalmar,Mönsterås,30-39,1482,1084,1014,0.731443995,0.684210526
732,Kalmar,Mönsterås,40-49,1438,1169,1117,0.812934631,0.7767732959999999
733,Kalmar,Mönsterås,50-59,1788,1568,1536,0.8769574940000001,0.859060403
734,Kalmar,Mönsterås,60-69,1743,1630,1604,0.935169248,0.920252438
735,Kalmar,Mönsterås,70-79,1736,1661,1646,0.956797235,0.948156682
736,Kalmar,Mönsterås,80-89,820,783,773,0.9548780490000001,0.942682927
737,Kalmar,Mönsterås,>=90,202,186,182,0.920792079,0.900990099
740,Kalmar,Emmaboda,30-39,961,701,654,0.729448491,0.6805411029999999
741,Kalmar,Emmaboda,40-49,993,793,766,0.798590131,0.7713997990000001
742,Kalmar,Emmaboda,50-59,1280,1127,1116,0.88046875,0.871875
743,Kalmar,Emmaboda,60-69,1304,1178,1168,0.903374233,0.8957055209999999
744,Kalmar,Emmaboda,70-79,1216,1150,1147,0.9457236840000001,0.943256579
745,Kalmar,Emmaboda,80-89,636,610,598,0.959119497,0.940251572
746,Kalmar,Emmaboda,>=90,179,156,152,0.87150838,0.849162011
749,Kalmar,Kalmar,30-39,9561,7849,7388,0.8209392320000001,0.7727225190000001
750,Kalmar,Kalmar,40-49,8351,7304,7087,0.874625793,0.8486408809999999
751,Kalmar,Kalmar,50-59,8676,7961,7847,0.9175887509999999,0.904449055
752,Kalmar,Kalmar,60-69,7282,6833,6749,0.938341115,0.9268058229999999
753,Kalmar,Kalmar,70-79,6902,6660,6534,0.964937699,0.9466821209999999
754,Kalmar,Kalmar,80-89,3427,3273,3014,0.955062737,0.8794864309999999
755,Kalmar,Kalmar,>=90,890,834,756,0.9370786520000001,0.849438202
758,Kalmar,Nybro,30-39,2475,1876,1774,0.7579797979999999,0.716767677
759,Kalmar,Nybro,40-49,2142,1777,1721,0.829598506,0.803454715
760,Kalmar,Nybro,50-59,2688,2367,2333,0.880580357,0.8679315479999999
761,Kalmar,Nybro,60-69,2443,2271,2241,0.9295947609999999,0.9173147770000001
762,Kalmar,Nybro,70-79,2455,2304,2275,0.938492872,0.926680244
763,Kalmar,Nybro,80-89,1344,1268,1210,0.943452381,0.900297619
764,Kalmar,Nybro,>=90,343,301,290,0.87755102,0.84548105
767,Kalmar,Oskarshamn,30-39,3152,2352,2219,0.746192893,0.703997462
768,Kalmar,Oskarshamn,40-49,3147,2627,2565,0.834763267,0.8150619640000001
769,Kalmar,Oskarshamn,50-59,3593,3241,3174,0.902031728,0.8833843579999999
770,Kalmar,Oskarshamn,60-69,3135,2921,2893,0.931738437,0.922807018
771,Kalmar,Oskarshamn,70-79,3297,3136,3100,0.9511677279999999,0.940248711
772,Kalmar,Oskarshamn,80-89,1697,1632,1454,0.9616971129999999,0.856806128
773,Kalmar,Oskarshamn,>=90,393,371,346,0.9440203559999999,0.880407125
776,Kalmar,Västervik,30-39,3752,3082,2915,0.8214285709999999,0.776918977
777,Kalmar,Västervik,40-49,3845,3347,3250,0.8704811440000001,0.845253576
778,Kalmar,Västervik,50-59,4893,4452,4376,0.909871245,0.894338851
779,Kalmar,Västervik,60-69,5008,4714,4657,0.94129393,0.929912141
780,Kalmar,Västervik,70-79,5322,5069,4978,0.9524614809999999,0.935362646
781,Kalmar,Västervik,80-89,2596,2475,2326,0.953389831,0.895993837
782,Kalmar,Västervik,>=90,674,635,586,0.9421364990000001,0.869436202
785,Kalmar,Vimmerby,30-39,1818,1395,1301,0.767326733,0.715621562
786,Kalmar,Vimmerby,40-49,1668,1436,1397,0.860911271,0.8375299759999999
787,Kalmar,Vimmerby,50-59,2054,1835,1803,0.893378773,0.8777994159999999
788,Kalmar,Vimmerby,60-69,1973,1826,1798,0.925494171,0.911302585
789,Kalmar,Vimmerby,70-79,1928,1842,1810,0.9553941909999999,0.93879668
790,Kalmar,Vimmerby,80-89,1004,962,911,0.958167331,0.907370518
791,Kalmar,Vimmerby,>=90,261,235,222,0.900383142,0.850574713
794,Kalmar,Borgholm,30-39,941,739,698,0.78533475,0.7417640809999999
795,Kalmar,Borgholm,40-49,1033,881,849,0.85285576,0.821878025
796,Kalmar,Borgholm,50-59,1385,1271,1249,0.917689531,0.9018050540000001
797,Kalmar,Borgholm,60-69,1857,1769,1748,0.9526117390000001,0.941303177
798,Kalmar,Borgholm,70-79,2032,1972,1944,0.970472441,0.9566929129999999
799,Kalmar,Borgholm,80-89,935,892,884,0.954010695,0.945454545
800,Kalmar,Borgholm,>=90,204,187,177,0.916666667,0.867647059
803,Gotland,Gotland,30-39,6694,5714,5363,0.853600239,0.8011652229999999
804,Gotland,Gotland,40-49,6750,6033,5825,0.893777778,0.862962963
805,Gotland,Gotland,50-59,8029,7377,7208,0.91879437,0.897745672
806,Gotland,Gotland,60-69,8174,7805,7678,0.954856863,0.9393197940000001
807,Gotland,Gotland,70-79,7902,7612,7494,0.96330043,0.9483675020000001
808,Gotland,Gotland,80-89,3627,3528,3471,0.972704715,0.956989247
809,Gotland,Gotland,>=90,848,809,787,0.954009434,0.928066038
812,Blekinge,Olofström,30-39,1484,1089,1011,0.7338274929999999,0.681266846
813,Blekinge,Olofström,40-49,1336,1065,1023,0.7971556890000001,0.765718563
814,Blekinge,Olofström,50-59,1930,1690,1661,0.8756476679999999,0.8606217620000001
815,Blekinge,Olofström,60-69,1656,1501,1478,0.906400966,0.892512077
816,Blekinge,Olofström,70-79,1639,1548,1509,0.94447834,0.9206833440000001
817,Blekinge,Olofström,80-89,1008,935,869,0.927579365,0.862103175
818,Blekinge,Olofström,>=90,222,198,160,0.8918918920000001,0.720720721
821,Blekinge,Karlskrona,30-39,8289,6756,6479,0.815056098,0.7816383159999999
822,Blekinge,Karlskrona,40-49,8215,7246,7066,0.88204504,0.860133901
823,Blekinge,Karlskrona,50-59,8218,7590,7461,0.92358238,0.90788513
824,Blekinge,Karlskrona,60-69,7205,6786,6702,0.94184594,0.93018737
825,Blekinge,Karlskrona,70-79,7319,7005,6879,0.957097964,0.939882498
826,Blekinge,Karlskrona,80-89,3627,3484,3317,0.9605734770000001,0.914529915
827,Blekinge,Karlskrona,>=90,899,845,745,0.939933259,0.828698554
830,Blekinge,Ronneby,30-39,3268,2445,2310,0.748164015,0.706854345
831,Blekinge,Ronneby,40-49,3516,2943,2844,0.837030717,0.80887372
832,Blekinge,Ronneby,50-59,3830,3398,3330,0.887206266,0.869451697
833,Blekinge,Ronneby,60-69,3360,3086,3030,0.9184523809999999,0.9017857140000001
834,Blekinge,Ronneby,70-79,3548,3389,3320,0.95518602,0.9357384440000001
835,Blekinge,Ronneby,80-89,1865,1780,1748,0.954423592,0.9372654159999999
836,Blekinge,Ronneby,>=90,482,449,432,0.93153527,0.89626556
839,Blekinge,Karlshamn,30-39,3741,2906,2758,0.776797648,0.737236033
840,Blekinge,Karlshamn,40-49,3537,2978,2914,0.84195646,0.82386203
841,Blekinge,Karlshamn,50-59,4526,4072,3998,0.899690676,0.8833406979999999
842,Blekinge,Karlshamn,60-69,3827,3505,3459,0.9158609879999999,0.903841129
843,Blekinge,Karlshamn,70-79,3946,3698,3646,0.937151546,0.923973644
844,Blekinge,Karlshamn,80-89,2101,1966,1926,0.9357448829999999,0.91670633
845,Blekinge,Karlshamn,>=90,516,458,453,0.887596899,0.877906977
848,Blekinge,Sölvesborg,30-39,1916,1454,1372,0.7588726509999999,0.716075157
849,Blekinge,Sölvesborg,40-49,1995,1698,1649,0.85112782,0.8265664159999999
850,Blekinge,Sölvesborg,50-59,2427,2141,2108,0.8821590440000001,0.868562011
851,Blekinge,Sölvesborg,60-69,2240,2075,2048,0.9263392859999999,0.914285714
852,Blekinge,Sölvesborg,70-79,2318,2207,2167,0.952113891,0.9348576359999999
853,Blekinge,Sölvesborg,80-89,1124,1053,1002,0.93683274,0.891459075
854,Blekinge,Sölvesborg,>=90,256,239,214,0.93359375,0.8359375
857,Skåne,Svalöv,30-39,1932,1351,1228,0.6992753620000001,0.635610766
858,Skåne,Svalöv,40-49,1897,1526,1452,0.804428044,0.765419083
859,Skåne,Svalöv,50-59,1969,1680,1635,0.853224987,0.830370747
860,Skåne,Svalöv,60-69,1512,1363,1336,0.9014550259999999,0.8835978840000001
861,Skåne,Svalöv,70-79,1320,1224,1208,0.9272727270000001,0.915151515
862,Skåne,Svalöv,80-89,552,509,502,0.922101449,0.90942029
863,Skåne,Svalöv,>=90,143,128,125,0.895104895,0.8741258740000001
866,Skåne,Staffanstorp,30-39,3253,2732,2598,0.839840148,0.7986474020000001
867,Skåne,Staffanstorp,40-49,3881,3484,3387,0.897706777,0.872713218
868,Skåne,Staffanstorp,50-59,3408,3150,3085,0.924295775,0.905223005
869,Skåne,Staffanstorp,60-69,2070,1960,1936,0.946859903,0.9352657
870,Skåne,Staffanstorp,70-79,2363,2296,2265,0.971646212,0.958527296
871,Skåne,Staffanstorp,80-89,1320,1271,1243,0.9628787879999999,0.941666667
872,Skåne,Staffanstorp,>=90,248,225,212,0.907258065,0.85483871
875,Skåne,Burlöv,30-39,2721,1828,1677,0.6718118340000001,0.61631753
876,Skåne,Burlöv,40-49,2673,2054,1959,0.768424991,0.7328844
877,Skåne,Burlöv,50-59,2346,1940,1870,0.826939471,0.797101449
878,Skåne,Burlöv,60-69,1907,1635,1594,0.857367593,0.835867855
879,Skåne,Burlöv,70-79,1631,1477,1448,0.9055793990000001,0.887798896
880,Skåne,Burlöv,80-89,800,716,689,0.895,0.86125
881,Skåne,Burlöv,>=90,193,176,171,0.911917098,0.886010363
884,Skåne,Vellinge,30-39,3445,3038,2920,0.881857765,0.847605225
885,Skåne,Vellinge,40-49,5120,4566,4466,0.891796875,0.872265625
886,Skåne,Vellinge,50-59,5626,5156,5093,0.916459296,0.9052612870000001
887,Skåne,Vellinge,60-69,3844,3675,3650,0.95603538,0.949531738
888,Skåne,Vellinge,70-79,4491,4320,4274,0.961923848,0.95168114
889,Skåne,Vellinge,80-89,2060,1976,1955,0.959223301,0.9490291259999999
890,Skåne,Vellinge,>=90,431,390,380,0.90487239,0.8816705340000001
893,Skåne,_stra Göinge,30-39,1765,1299,1157,0.735977337,0.655524079
894,Skåne,_stra Göinge,40-49,1694,1380,1276,0.8146399059999999,0.753246753
895,Skåne,_stra Göinge,50-59,1937,1712,1658,0.8838409909999999,0.8559628290000001
896,Skåne,_stra Göinge,60-69,1661,1509,1479,0.908488862,0.8904274529999999
897,Skåne,_stra Göinge,70-79,1673,1579,1541,0.943813509,0.921099821
898,Skåne,_stra Göinge,80-89,784,729,711,0.929846939,0.906887755
899,Skåne,_stra Göinge,>=90,201,179,149,0.8905472640000001,0.741293532
902,Skåne,_rkelljunga,30-39,1210,749,687,0.619008264,0.567768595
903,Skåne,_rkelljunga,40-49,1216,878,832,0.722039474,0.684210526
904,Skåne,_rkelljunga,50-59,1375,1118,1085,0.813090909,0.789090909
905,Skåne,_rkelljunga,60-69,1313,1169,1139,0.8903274940000001,0.867479056
906,Skåne,_rkelljunga,70-79,1235,1143,1123,0.925506073,0.9093117409999999
907,Skåne,_rkelljunga,80-89,579,527,494,0.910189983,0.8531951640000001
908,Skåne,_rkelljunga,>=90,163,145,129,0.889570552,0.791411043
911,Skåne,Bjuv,30-39,1928,1193,1067,0.618775934,0.5534232370000001
912,Skåne,Bjuv,40-49,2038,1456,1367,0.7144259079999999,0.670755643
913,Skåne,Bjuv,50-59,2187,1775,1715,0.8116140829999999,0.7841792409999999
914,Skåne,Bjuv,60-69,1696,1498,1457,0.883254717,0.859080189
915,Skåne,Bjuv,70-79,1521,1383,1350,0.909270217,0.8875739640000001
916,Skåne,Bjuv,80-89,635,577,563,0.908661417,0.886614173
917,Skåne,Bjuv,>=90,125,108,98,0.8640000000000001,0.784
920,Skåne,Kävlinge,30-39,3861,3335,3169,0.8637658640000001,0.8207718209999999
921,Skåne,Kävlinge,40-49,4887,4460,4345,0.9126253329999999,0.889093513
922,Skåne,Kävlinge,50-59,4415,4048,3974,0.916874292,0.90011325
923,Skåne,Kävlinge,60-69,2805,2629,2569,0.9372549020000001,0.915864528
924,Skåne,Kävlinge,70-79,3239,3106,3078,0.9589379440000001,0.9502933000000001
925,Skåne,Kävlinge,80-89,1364,1288,1262,0.944281525,0.9252199409999999
926,Skåne,Kävlinge,>=90,291,264,256,0.907216495,0.879725086
929,Skåne,Lomma,30-39,2135,1901,1828,0.8903981259999999,0.8562060890000001
930,Skåne,Lomma,40-49,3883,3589,3531,0.9242853459999999,0.909348442
931,Skåne,Lomma,50-59,3604,3361,3303,0.9325749170000001,0.916481687
932,Skåne,Lomma,60-69,2235,2133,2116,0.9543624159999999,0.9467561520000001
933,Skåne,Lomma,70-79,2586,2508,2464,0.969837587,0.952822892
934,Skåne,Lomma,80-89,1469,1431,1375,0.974132063,0.936010892
935,Skåne,Lomma,>=90,304,285,244,0.9375,0.802631579
938,Skåne,Svedala,30-39,3001,2456,2304,0.8183938690000001,0.767744085
939,Skåne,Svedala,40-49,3487,2998,2894,0.859764841,0.8299397759999999
940,Skåne,Svedala,50-59,2842,2541,2494,0.89408867,0.87755102
941,Skåne,Svedala,60-69,2097,1977,1945,0.942775393,0.927515498
942,Skåne,Svedala,70-79,2087,1970,1928,0.9439386679999999,0.923814087
943,Skåne,Svedala,80-89,872,829,772,0.950688073,0.8853211009999999
944,Skåne,Svedala,>=90,197,185,153,0.9390862940000001,0.7766497459999999
947,Skåne,Skurup,30-39,1958,1509,1387,0.7706843720000001,0.708375894
948,Skåne,Skurup,40-49,2018,1648,1555,0.8166501490000001,0.770564916
949,Skåne,Skurup,50-59,2274,1947,1895,0.856200528,0.833333333
950,Skåne,Skurup,60-69,1849,1650,1612,0.892374256,0.871822607
951,Skåne,Skurup,70-79,1680,1567,1546,0.932738095,0.920238095
952,Skåne,Skurup,80-89,726,646,630,0.889807163,0.867768595
953,Skåne,Skurup,>=90,174,151,148,0.867816092,0.850574713
956,Skåne,Sjöbo,30-39,2317,1656,1527,0.714717307,0.659041864
957,Skåne,Sjöbo,40-49,2299,1836,1748,0.79860809,0.760330579
958,Skåne,Sjöbo,50-59,2790,2394,2329,0.8580645159999999,0.834767025
959,Skåne,Sjöbo,60-69,2514,2279,2237,0.906523469,0.889817025
960,Skåne,Sjöbo,70-79,2278,2081,2038,0.913520632,0.894644425
961,Skåne,Sjöbo,80-89,1025,958,928,0.9346341459999999,0.905365854
962,Skåne,Sjöbo,>=90,238,211,199,0.886554622,0.8361344540000001
965,Skåne,Hörby,30-39,2004,1488,1383,0.74251497,0.69011976
966,Skåne,Hörby,40-49,1890,1522,1483,0.805291005,0.784656085
967,Skåne,Hörby,50-59,2044,1767,1717,0.864481409,0.8400195690000001
968,Skåne,Hörby,60-69,1973,1772,1716,0.8981246829999999,0.86974151
969,Skåne,Hörby,70-79,1745,1637,1588,0.938108883,0.910028653
970,Skåne,Hörby,80-89,798,735,686,0.921052632,0.859649123
971,Skåne,Hörby,>=90,226,198,191,0.876106195,0.845132743
974,Skåne,Höör,30-39,2001,1593,1495,0.7961019490000001,0.747126437
975,Skåne,Höör,40-49,2199,1837,1775,0.835379718,0.8071850840000001
976,Skåne,Höör,50-59,2364,2114,2051,0.894247039,0.867597293
977,Skåne,Höör,60-69,2026,1849,1809,0.912635735,0.8928923990000001
978,Skåne,Höör,70-79,1766,1649,1617,0.933748584,0.9156285390000001
979,Skåne,Höör,80-89,807,745,728,0.923172243,0.902106568
980,Skåne,Höör,>=90,232,193,183,0.831896552,0.7887931029999999
983,Skåne,Tomelilla,30-39,1584,1128,1065,0.712121212,0.672348485
984,Skåne,Tomelilla,40-49,1517,1202,1163,0.7923533290000001,0.7666446929999999
985,Skåne,Tomelilla,50-59,1688,1455,1423,0.861966825,0.843009479
986,Skåne,Tomelilla,60-69,1850,1670,1640,0.902702703,0.8864864859999999
987,Skåne,Tomelilla,70-79,1670,1604,1569,0.960479042,0.939520958
988,Skåne,Tomelilla,80-89,842,798,773,0.947743468,0.918052257
989,Skåne,Tomelilla,>=90,203,185,175,0.911330049,0.8620689659999999
992,Skåne,Bromölla,30-39,1456,1057,976,0.725961538,0.67032967
993,Skåne,Bromölla,40-49,1517,1250,1188,0.8239947259999999,0.783124588
994,Skåne,Bromölla,50-59,1752,1549,1523,0.88413242,0.869292237
995,Skåne,Bromölla,60-69,1499,1361,1331,0.907938626,0.887925284
996,Skåne,Bromölla,70-79,1571,1504,1458,0.957352005,0.928071292
997,Skåne,Bromölla,80-89,765,716,693,0.935947712,0.905882353
998,Skåne,Bromölla,>=90,161,146,134,0.906832298,0.832298137
1001,Skåne,Osby,30-39,1528,1129,1047,0.7388743459999999,0.6852094240000001
1002,Skåne,Osby,40-49,1476,1191,1120,0.806910569,0.7588075879999999
1003,Skåne,Osby,50-59,1697,1492,1451,0.8791985859999999,0.8550383029999999
1004,Skåne,Osby,60-69,1566,1447,1429,0.9240102170000001,0.912515964
1005,Skåne,Osby,70-79,1613,1529,1491,0.947923125,0.924364538
1006,Skåne,Osby,80-89,860,829,800,0.963953488,0.9302325579999999
1007,Skåne,Osby,>=90,249,231,199,0.927710843,0.7991967870000001
1010,Skåne,Perstorp,30-39,942,594,540,0.6305732479999999,0.573248408
1011,Skåne,Perstorp,40-49,802,607,568,0.756857855,0.7082294259999999
1012,Skåne,Perstorp,50-59,974,826,797,0.848049281,0.8182751540000001
1013,Skåne,Perstorp,60-69,849,759,738,0.8939929329999999,0.8692579509999999
1014,Skåne,Perstorp,70-79,794,722,699,0.9093198990000001,0.880352645
1015,Skåne,Perstorp,80-89,403,375,363,0.930521092,0.9007444170000001
1016,Skåne,Perstorp,>=90,100,88,87,0.88,0.87
1019,Skåne,Klippan,30-39,2120,1382,1256,0.651886792,0.59245283
1020,Skåne,Klippan,40-49,2122,1594,1522,0.7511781340000001,0.7172478790000001
1021,Skåne,Klippan,50-59,2415,2012,1945,0.833126294,0.805383023
1022,Skåne,Klippan,60-69,2044,1794,1761,0.877690802,0.8615459879999999
1023,Skåne,Klippan,70-79,2020,1846,1814,0.9138613859999999,0.898019802
1024,Skåne,Klippan,80-89,916,829,810,0.905021834,0.8842794759999999
1025,Skåne,Klippan,>=90,254,217,207,0.8543307090000001,0.81496063
1028,Skåne,_storp,30-39,2083,1368,1262,0.656745079,0.605856937
1029,Skåne,_storp,40-49,2188,1600,1531,0.731261426,0.699725777
1030,Skåne,_storp,50-59,2113,1717,1679,0.8125887359999999,0.794604827
1031,Skåne,_storp,60-69,1509,1351,1332,0.895294897,0.882703777
1032,Skåne,_storp,70-79,1470,1338,1311,0.910204082,0.891836735
1033,Skåne,_storp,80-89,662,604,590,0.912386707,0.891238671
1034,Skåne,_storp,>=90,132,110,107,0.833333333,0.810606061
1037,Skåne,Båstad,30-39,1452,1102,1003,0.758953168,0.69077135
1038,Skåne,Båstad,40-49,1735,1502,1432,0.8657060520000001,0.8253602309999999
1039,Skåne,Båstad,50-59,2036,1837,1790,0.9022593320000001,0.879174853
1040,Skåne,Båstad,60-69,2196,2094,2073,0.953551913,0.943989071
1041,Skåne,Båstad,70-79,2410,2311,2272,0.958921162,0.9427385890000001
1042,Skåne,Båstad,80-89,1137,1094,1064,0.9621811790000001,0.935795954
1043,Skåne,Båstad,>=90,304,277,263,0.9111842109999999,0.865131579
1046,Skåne,Malmö,30-39,62647,43129,39899,0.6884447779999999,0.636886044
1047,Skåne,Malmö,40-49,46892,34175,32323,0.728802354,0.689307345
1048,Skåne,Malmö,50-59,39114,31488,30450,0.8050314470000001,0.778493634
1049,Skåne,Malmö,60-69,31592,27057,26428,0.8564510000000001,0.8365408959999999
1050,Skåne,Malmö,70-79,24992,22370,21890,0.8950864279999999,0.875880282
1051,Skåne,Malmö,80-89,12261,10950,10548,0.8930756059999999,0.86028872
1052,Skåne,Malmö,>=90,3559,3083,2890,0.866254566,0.81202585
1055,Skåne,Lund,30-39,17032,13000,12233,0.76326914,0.7182362609999999
1056,Skåne,Lund,40-49,15252,13323,12900,0.8735247840000001,0.8457907159999999
1057,Skåne,Lund,50-59,13754,12537,12235,0.91151665,0.889559401
1058,Skåne,Lund,60-69,11491,10694,10539,0.9306413720000001,0.9171525540000001
1059,Skåne,Lund,70-79,10790,10313,10181,0.9557924000000001,0.9435588509999999
1060,Skåne,Lund,80-89,4791,4589,4456,0.9578376120000001,0.9300772279999999
1061,Skåne,Lund,>=90,1273,1182,1123,0.928515318,0.882168107
1064,Skåne,Landskrona,30-39,6187,4045,3670,0.653790205,0.593179247
1065,Skåne,Landskrona,40-49,5852,4461,4250,0.762303486,0.726247437
1066,Skåne,Landskrona,50-59,5941,5055,4888,0.850866857,0.822757112
1067,Skåne,Landskrona,60-69,5033,4493,4427,0.8927081259999999,0.879594675
